Year,Material
1879,Etching
1879,Etching
1879,Lithograph
1879,Etching
1879,Etching
1879,Etching an
1879,Etching
1879,Pen and br
1879,Etching
1879,Etching
1879,Graphite o
1879,Etching
1879,Graphite h
1879,Black chal
1879,Etching wi
1879,Etching
1879,Etching
1879,Bronze
1879,Etching an
1879,Etching
1879,Etching in
1879,Graphite o
1879,Red chalk 
1879,Etching
1879,Etching in
1879,Etching
1879,Etching
1879,Carbon and
1879,Etching
1879,Lithograph
1879,Etching
1879,Etching
1879,Etching
1879,Etching in
1880,Bronze
1880,Oil on can
1880,Oil on can
1880,Carved ivo
1880,Etching an
1880,Gillotype 
1880,Etching an
1880,Etching
1880,Graphite o
1880,Etching
1880,Drypoint o
1880,Platinum p
1880,Etching
1880,Etching an
1880,Etching
1880,Drypoint o
1880,Drypoint a
1880,Etching an
1880,Etching
1880,Black and 
1880,Etching
1880,Etching an
1880,Charcoal
1880,Etching an
1880,Etching an
1880,Yellow bro
1880,Graphite o
1880,Etching an
1880,Etching an
1880,Pen and br
1880,Watercolor
1880,Etching
1880,Etching an
1880,Charcoal a
1880,Etching
1880,Etching an
1880,Etching
1880,Drypoint w
1880,Etching in
1880,Wood engra
1880,Graphite
1880,Watercolor
1880,Graphite o
1880,Etching an
1880,Dark green
1880,Oil on can
1880,Watercolor
1880,Etching
1880,Oil on can
1880,Graphite
1880,Oil on can
1880,Etching in
1880,Pen and bl
1880,Etching? a
1880,Etching in
1880,Etching an
1880,Monotype o
1880,Pen and br
1880,Etching an
1880,Etching
1880,Etching an
1880,Charcoal
1880,Watercolor
1881,Bronze
1881,Bronze
1881,Oil on can
1881,Oil on pan
1881,Oil on woo
1881,Etching on
1881,Etching
1881,Oil on can
1881,Etching an
1881,Bound volu
1881,Graphite
1882,Bronze
1882,Oil on can
1882,Color lith
1882,Graphite
1882,Black chal
1882,Graphite o
1882,Watercolor
1882,Carbon pri
1882,Oil on can
1882,Wood engra
1882,Drypoint o
1882,Etching on
1882,Oil on woo
1882,Wood engra
1882,Etching wi
1882,Etching an
1882,Pastel on 
1882,Wood engra
1882,Graphite o
1883,Oil on can
1883,Etching
1883,Etching
1883,Lithograph
1883,Wood engra
1883,Oil on can
1883,Graphite
1883,Wood engra
1883,Lithograph
1883,Graphite w
1883,Graphite o
1883,Etching
1883,Etching in
1883,Watercolor
1883,Soft-groun
1883,Graphite
1883,Graphite o
1883,Etching an
1883,Etching
1883,Etching
1883,Lithograph
1883,Wood engra
1883,Wood engra
1883,Etching in
1883,Wood engra
1883,Wood engra
1883,Lithograph
1883,Wood engra
1884,Oil on can
1884,Bronze
1884,Pastel
1884,Crayon on 
1884,Drypoint
1884,Graphite o
1884,Albumen pr
1884,Graphite a
1884,Crayon
1884,Graphite o
1884,Charcoal o
1884,Pen and br
1884,Crayon on 
1884,Etching an
1884,Graphite o
1884,Graphite a
1884,Graphite a
1884,Etching an
1884,Etching on
1884,Crayon on 
1884,Etching
1884,Crayon on 
1884,Etching
1884,Crayon on 
1884,Drypoint
1884,Etching
1884,Page of no
1884,Crayon on 
1884,Charcoal o
1884,Pen and br
1884,Etching
1884,Graphite a
1885,Bronze
1885,Oil on can
1885,Watercolor
1885,Yellow bro
1885,Oil on can
1885,Greenish-b
1885,Charcoal a
1885,Pen and bl
1885,Carbon pri
1885,Color etch
1885,Etching
1885,Etching an
1885,Oil on bed
1885,Marble
1885,Etching
1885,Platinum p
1885,Etching
1885,Wood engra
1885,Etching
1885,Etching on
1885,Oil on can
1885,Greenish-b
1885,Graphite o
1885,Etching an
1885,Pastel on 
1885,Watercolor
1885,Etching wi
1885,Watercolor
1886,Plaster
1886,Bronze
1886,Bronze
1886,Oil on can
1886,Oil on can
1886,Oil on can
1886,Wood engra
1886,Etching an
1886,Etching in
1886,Etching
1886,Heliogravu
1886,Etching an
1886,Bronze
1886,Etching in
1886,Graphite o
1886,Etching
1886,Etching
1886,Etching
1886,Heliogravu
1886,Etching
1886,Etching
1886,Charcoal a
1886,Graphite o
1886,Pen and bl
1886,Etching an
1886,Lithograph
1886,Etching on
1886,Etching
1886,Etching
1886,Etching in
1886,Etching
1886,Etching
1886,Drypoint
1886,Etching
1887,Bronze
1887,Etching an
1887,Drypoint
1887,Etching
1887,Hand-color
1887,Etching in
1887,Oil on can
1887,Etching
1887,Graphite o
1887,Heliogravu
1887,Collotype
1887,Graphite o
1887,Graphite o
1887,Etching on
1887,Etching wi
1887,Etching an
1887,Etching
1887,Collotype
1887,Etching
1887,Oil on lin
1887,Graphite o
1887,Etching an
1887,Collotype
1887,Etching
1887,Etching
1887,Oil on can
1887,Watercolor
1887,Etching an
1887,Etching on
1887,Etching
1887,Pen and br
1888,Oil on can
1888,Oil on can
1888,Oil on can
1888,Oil on can
1888,Oil on can
1888,Drypoint [
1888,Watercolor
1888,Etching
1888,Lithograph
1888,Etching
1888,Etching an
1888,Etching an
1888,Wood engra
1888,Etching an
1888,Drypoint [
1888,Wood engra
1888,Pen and br
1888,Drypoint [
1888,Wood engra
1888,Reed pen a
1888,Etching an
1888,Oil on can
1888,Graphite o
1888,Lithograph
1888,Etching
1888,Drypoint [
1888,Bronze
1888,Drypoint [
1888,Graphite o
1888,Etching
1888,Etching
1888,Graphite a
1888,Drypoint [
1888,Graphite o
1888,Etching
1888,Oil on can
1888,Etching
1888,Etching an
1888,Photogravu
1889,Oil on can
1889,Oil on can
1889,Oil on can
1889,Oil on can
1889,Oil on can
1889,Oil on can
1889,Oil on can
1889,Drypoint
1889,Inkless em
1889,Etching an
1889,Etching an
1889,Lithograph
1889,Lithograph
1889,Etching
1889,Lithograph
1889,Etching an
1889,Soft-groun
1889,Lithograph
1889,Watercolor
1889,Oil on can
1889,Graphite o
1889,Etching on
1889,Lithograph
1889,Etching on
1889,Etching an
1889,Etching
1889,Lithograph
1890,Copper all
1890,Oil on can
1890,Oil on can
1890,Oil on can
1890,Oil on can
1890,Oil on can
1890,Watercolor
1890,Etching an
1890,Pen and bl
1890,Pen and bl
1890,Lithograph
1890,Lithograph
1890,Graphite h
1890,Watercolor
1890,Color dryp
1890,Pen and br
1890,Graphite o
1890,Graphite
1890,Photo-reli
1890,Lithograph
1890,Oil on can
1890,Pen and br
1890,Brush and 
1890,Graphite o
1890,Oil on can
1890,Lithograph
1890,Drypoint
1890,Drypoint a
1890,Graphite o
1890,Colored pe
1890,Gouache
1890,Lithograph
1890,Wood engra
1890,Pen and bl
1890,Graphite a
1890,Watercolor
1890,Graphite o
1890,Brown wax 
1890,Wood engra
1890,Lithograph
1890,Black cont
1890,Aquatint
1890,Watercolor
1890,Graphite a
1890,Drypoint
1890,Graphite h
1890,Oil on can
1890,Gouache
1890,Graphite o
1890,Graphite a
1890,Dark green
1890,Black cont
1890,Color dryp
1890,Monotype
1890,Black cray
1890,Pen and bl
1890,Etching an
1890,Etching on
1890,Watercolor
1890,Etching
1890,Wood engra
1890,Gouache
1890,Graphite o
1890,Gouache an
1890,Graphite o
1890,Gouache an
1890,Drypoint a
1890,Watercolor
1890,Black cont
1890,Wood engra
1890,Pen and bl
1890,Watercolor
1890,Pen and bl
1890,Pen and br
1890,Wood engra
1890,Color dryp
1890,Pen and bl
1890,Aquatint a
1890,Graphite o
1890,Gouache an
1890,Pen and bl
1890,Cyanotype
1890,Pen and bl
1890,Pen and bl
1890,Red chalk 
1890,Pen and bl
1890,Pen and bl
1890,Oil on can
1890,Photogravu
1890,Oil on can
1890,Wood engra
1890,Pen and bl
1890,Watercolor
1890,Drypoint a
1890,Oil and gr
1890,Watercolor
1890,Drypoint a
1890,Pen and bl
1890,Etching an
1890,Brown wate
1890,Color dryp
1891,Oil on car
1891,Lithograph
1891,Drypoint
1891,Drypoint
1891,Etching
1891,Etching
1891,4-color li
1891,Etching an
1891,Red chalk 
1891,Black cray
1891,Etching an
1891,Graphite o
1891,Etching re
1891,Lithograph
1891,Lithograph
1891,Photogravu
1891,Drypoint a
1891,Drypoint a
1891,Etching an
1891,Lithograph
1891,Soft-groun
1891,Oil on can
1891,Lithograph
1891,Color dryp
1891,Black chal
1891,Etching
1891,4-color li
1891,Cyanotype
1891,Drypoint
1891,Drypoint a
1891,Lithograph
1891,Pen and bl
1891,Embossing 
1891,Lithograph
1891,Lithograph
1891,Graphite a
1891,Drypoint
1891,Lithograph
1891,Bronze
1892,Oil on car
1892,Oil on can
1892,Color lith
1892,Lithograph
1892,Lithograph
1892,Etching wi
1892,Graphite
1892,Lithograph
1892,Watercolor
1892,Oil à l'es
1892,Watercolor
1892,Transfer l
1892,Lithograph
1892,6-color li
1892,Lithograph
1892,Lithograph
1892,Graphite o
1892,Lithograph
1892,Watercolor
1892,Lithograph
1892,6-color li
1892,Bronze
1893,Oil on can
1893,Oil on can
1893,Lithograph
1893,Watercolor
1893,Lithograph
1893,Woodcut in
1893,Etching
1893,Color lith
1893,Lithograph
1893,Lithograph
1893,Lithograph
1893,Lithograph
1893,Lithograph
1893,Color lith
1893,Lithograph
1893,Graphite o
1893,Watercolor
1893,Etching pr
1893,Lithograph
1893,Lithograph
1893,Watercolor
1893,Lithograph
1893,Watercolor
1893,Lithograph
1893,Lithograph
1893,Lithograph
1893,Lithograph
1893,Lithograph
1893,6-color li
1893,Lithograph
1893,Etching
1893,Woodcut
1893,Watercolor
1893,Lithograph
1893,Lithograph
1893,Watercolor
1893,Watercolor
1893,Lithograph
1893,Lithograph
1893,Lithograph
1893,Drypoint o
1893,Watercolor
1893,Lithograph
1893,Lithograph
1893,Lithograph
1893,Woodcut in
1893,Lithograph
1893,Etching
1893,Lithograph
1893,Lithograph
1893,5-color li
1893,Lithograph
1893,Silver
1893,Drypoint
1893,Lithograph
1893,Watercolor
1893,Lithograph
1893,Lithograph
1893,Watercolor
1893,Lithograph
1893,Lithograph
1894,Oil on car
1894,Lithograph
1894,Color lith
1894,Lithograph
1894,Woodcut pr
1894,Lithograph
1894,Brush
1894,Lithograph
1894,Drypoint (
1894,Lithograph
1894,Collotype 
1894,Bronze
1894,Lithograph
1894,Lithograph
1894,Lithograph
1894,Lithograph
1894,Color lith
1894,Woodcut pr
1894,Lithograph
1894,5-color li
1894,Lithograph
1894,Woodcut pr
1894,Woodcut in
1894,Drypoint
1894,Lithograph
1894,Lithograph
1894,Lithograph
1894,Woodcut bl
1894,Color dryp
1894,Lithograph
1894,Woodcut pr
1894,Etching an
1894,Woodcut pr
1894,Woodcut pr
1894,Woodcut pr
1894,Lithograph
1894,Lithograph
1894,Etching
1894,Drypoint a
1894,Lithograph
1894,Color wood
1894,Woodcut
1894,Lithograph
1894,Woodcut on
1894,Lithograph
1894,Woodcut pr
1894,Black pen 
1894,Lithograph
1894,Drypoint a
1894,Lithograph
1894,Woodcut in
1894,Drypoint o
1894,Lithograph
1894,Lithograph
1894,Etching in
1894,Lithograph
1894,Lithograph
1894,Color lith
1894,Graphite o
1894,Lithograph
1894,Etching in
1894,Lithograph
1894,Lithograph
1894,Woodcut pr
1894,Woodcut pr
1895,Oil on can
1895,Lithograph
1895,Lithograph
1895,Photomecha
1895,Lithograph
1895,6-color ph
1895,Lithograph
1895,Color lith
1895,Lithograph
1895,Lithograph
1895,Lithograph
1895,Lithograph
1895,Graphite o
1895,Lithograph
1895,Lithograph
1895,Woodcut on
1895,Lithograph
1895,Graphite o
1895,Photomecha
1895,Lithograph
1895,Woodcut on
1895,Lithograph
1895,Oil on car
1895,Lithograph
1895,Lithograph
1895,Lithograph
1895,Woodcut in
1895,Lithograph
1895,Lithograph
1895,Woodcut on
1895,Lithograph
1895,Lithograph
1895,Lithograph
1895,Lithograph
1895,Oil on can
1895,Woodcut in
1895,Lithograph
1895,Lithograph
1895,Woodcut on
1895,Lithograph
1895,Lithograph
1895,Lithograph
1895,Lithograph
1895,Lithograph
1895,Lithograph
1895,Woodcut bl
1895,Photomecha
1895,Woodcut on
1895,Lithograph
1895,Lithograph
1895,Lithograph
1896,Chalk lith
1896,5-color li
1896,Color lith
1896,Lithograph
1896,Watercolor
1896,Etching
1896,Graphite
1896,Graphite
1896,Color lith
1896,Lithograph
1896,Graphite
1896,Pen and in
1896,Lithograph
1896,Color lith
1896,Lithograph
1896,Lithograph
1896,Oil on can
1896,Graphite
1896,Etching
1896,Lithograph
1896,Wood engra
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,Color lith
1896,Photogravu
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,Color lith
1896,Lithograph
1896,Color lith
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,Photo-reli
1896,Lithograph
1896,Color lith
1896,Black chal
1896,Color lith
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,Graphite o
1896,Graphite
1896,Lithograph
1896,Charcoal a
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,Lithograph
1896,4-color li
1897,Bronze
1897,Oil on can
1897,Color lith
1897,Color lith
1897,Lithograph
1897,Lithograph
1897,Color lith
1897,Lithograph
1897,Pen and bl
1897,Collotype 
1897,Wood engra
1897,Graphite o
1897,Brush and 
1897,Graphite o
1897,Color lith
1897,Etching
1897,Color lith
1897,Drypoint o
1897,Color lith
1897,Gypsograph
1897,Lithograph
1897,Lithograph
1898,Oil on can
1898,Color lith
1898,Lithograph
1898,Lithograph
1898,Graphite
1898,Lithograph
1898,Lithograph
1898,Lithograph
1898,Graphite o
1898,Etching an
1898,Lithograph
1898,Color lith
1898,Photorelie
1898,Lithograph
1898,Lithograph
1898,Watercolor
1898,Lithograph
1898,Drypoint
1898,Etching
1898,Chiaroscur
1898,Oil on can
1898,Colored li
1898,Drypoint
1898,Lithograph
1898,Oil on can
1898,Charcoal a
1898,Lithograph
1898,Drypoint
1898,Color lith
1898,Drypoint
1899,Oil on can
1899,Oil on can
1899,3-color li
1899,Traced mon
1899,Photochrom
1899,Lithograph
1899,Photogravu
1899,6-color li
1899,Lithograph
1899,Etching in
1899,Color lith
1899,Lithograph
1899,Traced mon
1899,Color lith
1899,Photogravu
1899,Lithograph
1899,5-color li
1899,Lithograph
1899,Photogravu
1899,Photogravu
1899,Lithograph
1899,Wood engra
1899,Lithograph
1899,Photogravu
1899,Photogravu
1900,Montana sa
1900,Platinum p
1900,Photochrom
1900,Wood engra
1900,Etching in
1900,Etching in
1900,Lithograph
1900,Etching in
1900,Watercolor
1900,Etching in
1900,Etching in
1900,Colored ch
1900,Watercolor
1900,Etching in
1900,Photochrom
1900,Etching an
1900,Etching
1900,Platinum p
1900,Graphite a
1900,Etching an
1900,Etching wi
1900,Oil on can
1900,Watercolor
1900,Etching in
1900,Watercolor
1900,Photogravu
1900,Lithograph
1900,Watercolor
1900,Etching in
1900,Etching in
1900,Charcoal o
1900,Lithograph
1900,Etching in
1900,Etching in
1900,Photogravu
1900,Platinum p
1900,Etching in
1901,Gold
1901,Wood engra
1901,Wood engra
1901,Black and 
1901,Color wood
1901,Etching
1901,Etching
1901,Drypoint w
1901,Photogravu
1901,Oil on can
1901,Brush and 
1901,Photogravu
1901,Graphite
1901,Albumen pr
1901,Etching
1901,Etching
1902,Bronze and
1902,Oil on can
1902,Wood engra
1902,Oil on can
1902,Drypoint
1902,Lithograph
1902,Painted mi
1902,Oil on can
1902,Pencil and
1902,Oil on can
1902,Drypoint
1902,Periodical
1902,Traced mon
1903,Gold
1903,Etching
1903,Etching
1903,Etching on
1903,Etching
1903,Transfer l
1903,Watercolor
1903,Black cray
1903,Lithograph
1903,Etching
1903,Drypoint
1903,Lithograph
1903,Etching
1903,Etching in
1903,Etching
1904,Porcelain 
1904,Woven silk
1904,Etching
1904,Etching
1904,Etching (z
1904,Etching
1904,Etching
1904,Halftone o
1904,Lithograph
1904,Etching an
1904,Etching
1904,Oil on can
1904,Woodcut [a
1904,Metalpoint
1905,Lithograph
1905,Transfer l
1905,Etching
1905,Etching an
1905,Albumen pr
1905,Drypoint i
1905,Etching
1905,Oil on can
1905,Etching in
1905,Pen and in
1905,Lithograph
1905,Pastel on 
1905,Photogravu
1905,Pastel on 
1905,Oil on can
1905,Etching
1906,Etching
1906,Graphite o
1906,Etching
1906,Oil on can
1906,Color etch
1906,Etching
1906,Wood engra
1906,Pen and bl
1906,Etching
1906,Gypsograph
1906,Pen and bl
1907,Oil and go
1907,Oil on can
1907,Etching
1907,Matte albu
1907,Etching
1907,Etching
1907,Brush and 
1907,Charcoal a
1907,Etching
1907,Black chal
1907,Oil on can
1907,Conté cray
1907,Etching an
1907,Lithograph
1908,Woodcut on
1908,Graphite o
1908,Soft-groun
1908,Drypoint i
1908,Oil on can
1908,Lithograph
1908,Bronze
1908,Black and 
1909,Drypoint
1909,Black chal
1909,Lithograph
1909,Graphite
1909,Etching
1909,Oil on can
1909,Photogravu
1909,Photogravu
1909,Drypoint
1909,Oil on can
1909,Oil on can
1909,Black cray
1909,Color etch
1909,Drypoint i
1909,Lithograph
1909,Etching
1909,Drypoint
1910,Etching
1910,Brush and 
1910,Limestone
1910,Lithograph
1910,Charcoal a
1910,Lithograph
1910,Lithograph
1910,Etching
1910,Drypoint
1910,Pastel and
1910,Etching
1910,Lithograph
1910,Etching
1910,Oil on can
1910,Drypoint
1910,Color etch
1910,Drypoint
1910,Monotype o
1910,Oil on can
1910,Lithograph
1910,Etching
1911,Watercolor
1911,Etching (c
1911,Etching
1911,Etching
1911,Etching
1911,Etching
1911,Oil on can
1911,Etching
1911,Lithograph
1911,Etching in
1911,Brush with
1912,Color soft
1912,Glue on pa
1912,Oil on can
1912,Brush and 
1912,Etching
1912,Woodcut
1912,Black cray
1912,Etching
1912,Drypoint i
1912,Woodcut
1912,Etching
1912,Woodcut
1912,Drypoint i
1912,Woodcut
1912,Pen and bl
1912,Drypoint i
1912,Drypoint i
1912,Pen and br
1912,Etching
1912,Drypoint
1912,Etching on
1912,Etching
1912,Lithograph
1913,Plaster
1913,Lithograph
1913,Oil on can
1913,Drypoint
1913,Etching in
1913,Etching in
1913,Watercolor
1913,Lithograph
1913,Woodcut
1913,Drypoint i
1913,Drypoint [
1913,Etching
1913,Etching in
1913,Woodcut in
1913,Etching in
1914,Black cray
1914,Brush and 
1914,Black cray
1914,Black cray
1914,Black cray
1914,Black cray
1914,Etching in
1914,Drypoint
1914,Brush and 
1914,Brush and 
1914,Brush and 
1914,Black cray
1914,Watercolor
1914,Pen and br
1914,Black cray
1914,Halftone o
1914,Brush and 
1914,Marble
1914,Brush and 
1914,Brush and 
1914,Black cray
1914,Halftone o
1914,Brush and 
1914,Brush and 
1914,Black cray
1914,Black cray
1914,Brush and 
1914,Brush and 
1914,Brush with
1914,Brush with
1914,Black cray
1914,Halftone o
1914,Drypoint i
1914,Brush and 
1914,Lithograph
1914,Brush and 
1914,Brush and 
1914,Etching
1914,Oil on can
1914,Lithograph
1914,Halftone o
1914,Pastel and
1914,Pen and bl
1914,Etching
1914,Black cray
1914,Brush and 
1914,Black cray
1914,Black cray
1914,Halftone o
1914,Drypoint i
1914,Black cray
1914,Halftone o
1914,Drypoint i
1915,Pigmented 
1915,Oil on can
1915,Halftone p
1915,Color wood
1915,Etching an
1915,Etching an
1915,Oil on can
1915,Gouache ov
1915,Color wood
1915,Drypoint i
1915,Lithograph
1915,Drypoint i
1915,Etching
1915,Etching
1915,Etching
1915,Drypoint i
1915,Etching (a
1915,Etching
1916,Oil on can
1916,Drypoint
1916,Linocut in
1916,Pen and br
1916,Oil on can
1916,Drypoint i
1916,Drypoint i
1916,Drypoint i
1916,Drypoint i
1916,Lithograph
1916,Lithograph
1916,Drypoint i
1916,Etching an
1916,Drypoint
1916,Lithograph
1916,Woodcut in
1916,Lithograph
1916,Drypoint i
1916,Drypoint
1916,Etching
1916,Oil on can
1916,Drypoint i
1916,Etching
1916,Drypoint
1916,Woodcut in
1917,Etching an
1917,Drypoint i
1917,Drypoint i
1917,Etching
1917,Drypoint i
1917,Woodcut
1917,Drypoint i
1917,Drypoint i
1917,Oil on can
1917,Etching an
1917,Etching an
1917,Oil on can
1917,Oil on can
1918,Oil on fab
1918,Drypoint i
1918,Black cray
1918,Black cray
1918,Charcoal a
1918,Black cray
1918,Black cray
1918,Drypoint i
1918,Black and 
1918,Lithograph
1918,Drypoint i
1918,Drypoint i
1918,Black cray
1918,Wood engra
1918,Brush and 
1918,Brush and 
1919,Etching an
1919,Brush and 
1919,Brush and 
1919,Color wood
1919,Etching
1919,Etching
1919,Drypoint i
1919,Lithograph
1919,Etching in
1919,Woodcut
1919,Oil on woo
1919,Drypoint
1919,Drypoint i
1919,Drypoint i
1919,Black cray
1919,Woodcut
1919,Softground
1919,Brush and 
1919,Black
1919,Brush and 
1919,Etching an
1919,Brush and 
1919,Drypoint i
1919,Drypoint a
1919,Drypoint i
1919,Drypoint i
1919,Softground
1919,Woodcut
1919,Black cray
1920,Oil on can
1920,Drypoint i
1920,Lithograph
1920,Lithograph
1920,Drypoint i
1920,Lithograph
1920,Etching
1920,Lithograph
1920,Drypoint i
1920,Lithograph
1920,Black and 
1920,Woodcut
1920,Lithograph
1920,Wood engra
1920,Graphite a
1920,Woodcut
1920,Lithograph
1920,Etching in
1920,Lithograph
1920,Oil on can
1920,Lithograph
2350,Limestone
2500,Marble
